排名,影片名称,演职人员,得分,评价,电影海报URL
96,断背山,"导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭",8.6,每个人心中都有一座断背山。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg
97,一一,"导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
                            2000 / 台湾 日本 / 剧情 爱情 家庭",8.9,我们都曾经是一一。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg
98,告白,"导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010 / 日本 / 剧情 惊悚",8.7,没有一人完全善，也没有一人完全恶。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
99,阳光姐妹淘,"导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011 / 韩国 / 剧情 喜剧",8.8,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
100,加勒比海盗,"导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...
                            2003 / 美国 / 动作 冒险 奇幻",8.6,约翰尼·德普的独角戏。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg
101,上帝之城,"导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...
                            2002 / 巴西 法国 / 犯罪 剧情",8.9,被上帝抛弃了的上帝之城。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
102,摩登时代,"导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...
                            1936 / 美国 / 喜剧 剧情 爱情",9.2,大时代中的人生，小人物的悲喜。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg
103,穿条纹睡衣的男孩,"导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...
                            2008 / 英国 美国 / 剧情 战争",8.9,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg
104,阿凡达,"导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...
                            2009 / 美国 英国 / 动作 战争 科幻 冒险",8.6,绝对意义上的美轮美奂。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p492458287.jpg
105,爱在黎明破晓前,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情",8.7,缘分是个连绵词，最美不过一瞬。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg
106,消失的爱人,"导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚",8.7,年度最佳date movie。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg
107,风之谷,"导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
                            1984 / 日本 / 科幻 动画 奇幻 冒险",8.8,动画片的圣经。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg
108,爱在日落黄昏时,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2004 / 美国 / 剧情 爱情",8.7,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg
109,侧耳倾听,"导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995 / 日本 / 剧情 爱情 动画 音乐",8.8,少女情怀总是诗。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg
110,超脱,"导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...
                            2011 / 美国 / 剧情",8.8,穷尽一生，我们要学会的，不过是彼此拥抱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg
111,红辣椒,"导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚",8.9,梦的勾结。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg
112,倩女幽魂,"导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987 / 香港 / 剧情 爱情 武侠 古装",8.6,两张绝世的脸。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg
113,恐怖直播,"导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013 / 韩国 / 剧情 犯罪 悬疑",8.7,恐怖分子的“秋菊打官司”。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg
114,驯龙高手,"导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险 家庭",8.7,和谐的生活离不开摸头与被摸头。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450042258.jpg
115,萤火虫之墓,"导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988 / 日本 / 动画 剧情 战争",8.7,幸福是生生不息，却难以触及的远。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1157334208.jpg
116,幸福终点站,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            2004 / 美国 / 喜剧 剧情 爱情",8.6,有时候幸福需要等一等。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg
117,菊次郎的夏天,"导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999 / 日本 / 剧情 喜剧",8.7,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg
118,小森林 夏秋篇,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014 / 日本 / 剧情",8.9,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg
119,喜剧之王,"导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...
                            1999 / 香港 / 喜剧 剧情 爱情",8.5,我是一个演员。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg
120,七武士,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
                            1954 / 日本 / 动作 冒险 剧情",9.2,时代悲歌。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg
121,借东西的小人阿莉埃蒂,"导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
                            2010 / 日本 / 动画 奇幻 冒险",8.7,曾经的那段美好会沉淀为一辈子的记忆。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg
122,岁月神偷,"导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010 / 香港 中国大陆 / 剧情 家庭",8.6,岁月流逝，来日可追。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
123,神偷奶爸,"导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
                            2010 / 美国 法国 / 喜剧 动画 冒险",8.5,Mr. I Don't Care其实也有Care的时候。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg
124,杀人回忆,"导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚",8.7,关于连环杀人悬案的集体回忆。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480225538.jpg
125,海洋,"导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片",9.0,大海啊，不全是水。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg
126,真爱至上,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情",8.5,爱，是个动词。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
127,电锯惊魂,"导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004 / 美国 / 悬疑 惊悚 恐怖",8.7,真相就在眼前。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163771304.jpg
128,贫民窟的百万富翁,"导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 美国 / 剧情 爱情",8.5,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
129,谍影重重3,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2007 / 美国 德国 / 动作 悬疑 惊悚",8.7,像吃了苏打饼一样干脆的电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg
130,喜宴,"导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...
                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭",8.8,中国家庭的喜怒哀乐忍。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg
131,东邪西毒,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装",8.6,电影诗。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg
132,记忆碎片,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚",8.5,一个针管引发的血案。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
133,雨人,"导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情",8.6,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg
134,怪兽电力公司,"导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险",8.6,不要给它起名字，起了名字就有感情了。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg
135,黑天鹅,"导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚",8.5,黑暗之美。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg
136,英雄本色,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986 / 香港 / 动作 犯罪",8.7,英雄泪短，兄弟情长。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg
137,疯狂原始人,"导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
                            2013 / 美国 / 喜剧 动画 冒险",8.7,老少皆宜，这就是好莱坞动画的魅力。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg
138,卢旺达饭店,"导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争",8.8,当这个世界闭上双眼，他却敞开了怀抱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg
139,燃情岁月,"导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...
                            1994 / 美国 / 剧情 爱情 西部 家庭",8.7,传奇，不是每个人都可以拥有。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg
140,虎口脱险,"导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争",8.9,永远看不腻的喜剧。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg
141,小森林 冬春篇,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情",8.9,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg
142,7号房的礼物,"导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭",8.7,《我是山姆》的《美丽人生》。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg
143,恋恋笔记本,"导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情",8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg
144,傲慢与偏见,"导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情",8.5,爱是摈弃傲慢与偏见之后的曙光。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg
145,海边的曼彻斯特,"导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭",8.6,我们都有权利不与自己的过去和解。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg
146,哈利·波特与死亡圣器(下),"导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险",8.7,10年的完美句点。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg
147,萤火之森,"导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻",8.7,触不到的恋人。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg
148,荒蛮故事,"导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪",8.8,始于荒诞，止于更荒诞。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg
149,完美的世界,"导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪",9.0,坏人的好总是比好人的好来得更感人。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg
150,教父3,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪",8.8,任何信念的力量，都无法改变命运。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
151,纵横四海,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991 / 香港 / 剧情 喜剧 动作 犯罪",8.7,香港浪漫主义警匪动作片的巅峰之作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg
152,魂断蓝桥,"导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson
                            1940 / 美国 / 剧情 战争 爱情",8.8,中国式内在的美国电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
153,猜火车,"导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...
                            1996 / 英国 / 犯罪 剧情",8.5,不可猜的青春迷笛。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg
154,二十二,"导演: 郭柯 Ke Guo   主演: 
                            2015 / 中国大陆 / 纪录片",8.8,有一些东西不应该被遗忘。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg
155,玩具总动员3,"导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险",8.8,跨度十五年的欢乐与泪水。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg
156,穿越时空的少女,"导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
                            2006 / 日本 / 剧情 爱情 科幻 动画",8.6,爱上未来的你。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg
157,花样年华,"导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000 / 香港 法国 / 剧情 爱情",8.5,偷情本没有这样美。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg
158,雨中曲,"导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...
                            1952 / 美国 / 喜剧 歌舞 爱情",9.0,骨灰级歌舞片。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg
159,心迷宫,"导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑",8.6,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg
160,唐伯虎点秋香,"导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 香港 / 喜剧 爱情 古装",8.4,华太师是黄霑，吴镇宇四大才子之一。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg
161,时空恋旅人,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...
                            2013 / 英国 / 剧情 爱情 奇幻",8.6,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg
162,超能陆战队,"导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险",8.6,Balalala~~~,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg
163,蝙蝠侠：黑暗骑士崛起,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚",8.6,诺兰就是保证。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg
164,我是山姆,"导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭",8.8,爱并不需要智商 。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
165,人工智能,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 / 冒险 剧情 科幻",8.6,对爱的执着，可以超越一切。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg
166,浪潮,"导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...
                            2008 / 德国 / 剧情 惊悚",8.7,世界离独裁只有五天。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg
167,冰川时代,"导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险",8.4,松鼠才是角儿。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg
168,请以你的名字呼唤我,"导演: 卢卡·圭达尼诺 Luca Guadagnino   主演: 蒂莫西·柴勒梅德 Timothée ...
                            2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性",8.8,沉醉在电影的情感和视听氛围中无法自拔。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
169,香水,"导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻",8.4,一个单凭体香达到高潮的男人。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg
170,朗读者,"导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...
                            2008 / 美国 德国 / 剧情 爱情",8.5,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
171,罗生门,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...
                            1950 / 日本 / 犯罪 剧情 悬疑",8.7,人生的N种可能性。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1864872647.jpg
172,爆裂鼓手,"导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐",8.6,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg
173,血战钢锯岭,"导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
                            2016 / 美国 澳大利亚 / 剧情 传记 历史 战争",8.7,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg
174,追随,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...
                            1998 / 英国 / 犯罪 悬疑 惊悚",8.9,诺兰的牛逼来源于内心散发出的恐惧。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150103377.jpg
175,一次别离,"导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...
                            2011 / 伊朗 法国 / 剧情 家庭",8.7,只有有信仰的人才能说出事实真相。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg
176,未麻的部屋,"导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 动画 奇幻 惊悚",8.8,好的剧本是，就算你猜到了结局也猜不到全部。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg
177,撞车,"导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...
                            2004 / 美国 德国 / 犯罪 剧情",8.6,天使与魔鬼的冲撞。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg
178,可可西里,"导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 香港 / 剧情 犯罪",8.7,坚硬的信仰。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg
179,战争之王,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 美国 法国 / 剧情 犯罪",8.5,做一颗让别人需要你的棋子。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg
180,恐怖游轮,"导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚",8.3,不要企图在重复中寻找已经失去的爱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
181,地球上的星星,"导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...
                            2007 / 印度 / 剧情 儿童 家庭",8.8,天使保护事件始末。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg
182,达拉斯买家俱乐部,"导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性",8.7,Jared Leto的腿比女人还美！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
183,梦之安魂曲,"导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...
                            2000 / 美国 / 剧情",8.7,一场没有春天的噩梦。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg
184,被解救的姜戈,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险",8.6,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg
185,牯岭街少年杀人事件,"导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
                            1991 / 台湾 / 剧情 犯罪",8.7,弱者送给弱者的一刀。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
186,谍影重重,"导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚",8.5,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
187,魔女宅急便,"导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...
                            1989 / 日本 / 动画 奇幻 冒险",8.5,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg
188,谍影重重2,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2004 / 美国 德国 / 动作 悬疑 惊悚",8.5,谁说王家卫镜头很晃？,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
189,小萝莉的猴神大叔,"导演: 卡比尔·汗 Kabir Khan   主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...
                            2015 / 印度 / 剧情 喜剧 动作",8.6,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg
